Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
230319252-26F,230319252,7/26/2023,FRAUD,7/26/2023 19:20,26F,PC 32.51(C)(1) Fraud Use Poss of ID Info<5 items,4000 ALTAMESA BLVD,FORT WORTH,TX,J16,South,9,C,20,20 RESIDENCE/HOME,"(32.650735619729794, -97.37976032948022)"
230057966-220,230057966,7/29/2023,BURGLARY RESIDENTIAL,7/29/2023 3:00,220,PC 30.02(C)(2) Burglary Habitation,6200 WOODSTREAM TRL,FORT WORTH,TX,J15,South,6,C,20,20 RESIDENCE/HOME,"(32.653528905421815, -97.35373901328289)"
230058513-23F,230058513,7/31/2023,BURGLARY VEHICLE,7/31/2023 0:01,23F,PC 30.04(A) Burglary Vehicle,6100 W VICKERY BLVD,FORT WORTH,TX,K16,West,3,C,18,18 PARKING LOT/GARAGE,"(32.709417652188726, -97.41461288891233)"
230044992-35A,230044992,6/14/2023,CRIMINAL TRESPASS,6/14/2023 14:20,35A,HSC 481.121(B)(1) Poss Marij <=2OZ,2700 LAS VEGAS TRL,FORT WORTH,TX,L16,West,3,C,18,18 PARKING LOT/GARAGE,
230044992-90J,230044992,6/14/2023,CRIMINAL TRESPASS,6/14/2023 14:20,90J,PC 30.05(d)(1) Criminal Trespass,2700 LAS VEGAS TRL,FORT WORTH,TX,L16,West,3,C,18,18 PARKING LOT/GARAGE,
230056331-13A,230056331,7/24/2023,AG ASSAULT,7/24/2023 1:20,13A,PC 22.02(a)(2) Aggravated Assault bodily injury w/,800 NW 26TH ST,FORT WORTH,TX,C13,Northwest,2,C,12,12 GROCERY/SUPERMARKET,
230059744-26B,230059744,8/4/2023,BURGLARY RESIDENTIAL,5/17/2023 14:14,26B,PC 32.315(e)(1) Fraud Poss/Use credit or Debit Car,5800 MONTAGUE ST,FORT WORTH,TX,G18,East,5,C,20,20 RESIDENCE/HOME,
230059380-23H,230059380,8/3/2023,THEFT,3/23/2022 0:01,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,2800 CLINTON AVE,FORT WORTH,TX,D11,Northwest,2,C,20,20 RESIDENCE/HOME,
230319514-23C,230319514,8/7/2023,THEFT,8/7/2023 14:17,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230061962-290,230061962,8/11/2023,CRIMINAL MISCHIEF,8/11/2023 20:30,290,PC 28.03(b)(3)(A) Criminal Mischief >=$750<$2500,8200 CLOVERGLEN LN,FORT WORTH,TX,J19,South,6,C,20,20 RESIDENCE/HOME,"(32.622682867908175, -97.36411338064211)"
230060356-90I,230060356,8/6/2023,RUNAWAY,8/6/2023 16:00,90I,Runaway report-no statute **,4900 LOCKE AVE,FORT WORTH,TX,K14,West,3,C,20,20 RESIDENCE/HOME,"(32.73205069172937, -97.39327990838656)"
230319574-26F,230319574,8/8/2023,FRAUD,5/1/2023 1:01,26F,PC 32.51(C)(1) Fraud Use Poss of ID Info<5 items,7100 CALMONT AVE,FORT WORTH,TX,L12,West,3,C,3,03 BAR/NIGHT CLUB,"(32.733972014147405, -97.43979267595347)"
230061056-240,230061056,8/9/2023,AUTO THEFT,8/9/2023 0:00,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,1300 PARSONS LN,FORT WORTH,TX,C14,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.818877710608966, -97.33914134280424)"
230061380-23F,230061380,8/10/2023,BURGLARY VEHICLE,8/9/2023 22:55,23F,PC 30.04(A) Burglary Vehicle,4300 KINGS CIR S,FORT WORTH,TX,A17,Central,11,C,20,20 RESIDENCE/HOME,"(32.769295127659156, -97.28448798685487)"
230058969-35A,230058969,8/2/2023,NARCOTIC VIOLATIONS,8/2/2023 1:43,35A,HSC 481.115(B) Poss CS PG 1 <1G,100 NE 28TH ST,FORT WORTH,TX,C11,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,
230062330-23H,230062330,8/13/2023,THEFT,8/13/2023 8:54,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,1900 HEMPHILL ST,FORT WORTH,TX,B14,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.723553274166164, -97.33163843455381)"
230061667-23F,230061667,8/11/2023,BURGLARY VEHICLE,8/10/2023 12:00,23F,PC 30.04(A) Burglary Vehicle,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,18,18 PARKING LOT/GARAGE,"(32.68740894175712, -97.32079903844469)"
230060858-23F,230060858,8/8/2023,BURGLARY VEHICLE,8/8/2023 12:00,23F,PC 30.04(A) Burglary Vehicle,2200 TRINITY PARK DR,FORT WORTH,TX,K12,West,9,C,50,50 PARK/PLAYGROUND,"(32.74843291285292, -97.35148858183662)"
230319388-23H,230319388,8/3/2023,THEFT,8/3/2023 15:46,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,14400 ARGENTINA DR,FORT WORTH,TX,H17,East,5,C,20,20 RESIDENCE/HOME,"(32.82270334129867, -97.05462162106241)"
230060787-90Z,230060787,8/8/2023,HARASS,8/7/2023 15:00,90Z,PC 42.07(C) Harassment,6200 HULEN BEND CIR,FORT WORTH,TX,K18,West,6,C,20,20 RESIDENCE/HOME,"(32.658564068490996, -97.40468436034098)"
230060244-290,230060244,8/6/2023,CRIMINAL MISCHIEF,8/5/2023 21:00,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,10100 BUGLE DR,FORT WORTH,TX,L17,West,7,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.758250210221526, -97.4995252623346)"
230060996-13B,230060996,8/8/2023,ASSAULT,8/8/2023 20:47,13B,PC 22.01(A)(1) Assault Causes Bodily Injury,CHERRY LN & CAMP BOWIE WEST BLVD,FORT WORTH,TX,L14,West,3,C,7,07 CONVENIENCE STORE,
230059744-220,230059744,8/4/2023,BURGLARY RESIDENTIAL,5/17/2023 14:14,220,PC 30.02(C)(2) Burglary Habitation,5800 MONTAGUE ST,FORT WORTH,TX,G18,East,5,C,20,20 RESIDENCE/HOME,
230061414-220,230061414,8/10/2023,BURGLARY COMMERCIAL,8/9/2023 19:45,220,PC 30.02(C)(2) Burglary Habitation,1100 E ANNIE ST,FORT WORTH,TX,B12,Central,8,C,20,20 RESIDENCE/HOME,"(32.738758151478294, -97.31353292486304)"
230062122-35B,230062122,8/12/2023,NARCOTIC VIOLATIONS,8/12/2023 15:02,35B,GC 084 Possession of Drug Paraphenalia,5300 N BEACH ST,FORT WORTH,TX,E11,North,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.840541715091156, -97.29038716174999)"
230062152-23H,230062152,8/12/2023,THEFT,8/10/2023 18:45,23H,PC 31.03(E)(3)   Theft prop>=$750<$2500,1800 HEMPHILL ST,FORT WORTH,TX,B14,Central,9,C,17,17 LIQUOR STORE,"(32.724525886206486, -97.33164819696114)"
230060371-13A,230060371,8/6/2023,PENAL CODE,8/6/2023 23:21,13A,PC 22.02(B)(2)(B) Agg Assault against Pub Servant,NORTHEAST PKWY & LONE STAR BLVD,FORT WORTH,TX,C15,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,
230061863-26B,230061863,8/11/2023,PENAL CODE,8/4/2023 0:00,26B,PC 32.31 Credit/Debit Card Abuse,900 SPANISH NEEDLE TRL,FORT WORTH,TX,F17,North,4,C,20,20 RESIDENCE/HOME,"(32.915760963759354, -97.34702166868837)"
230319424-23H,230319424,7/28/2023,THEFT,7/8/2020 19:30,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,5700 RAMEY AVE,FORT WORTH,TX,G17,East,5,C,39,39 ARENA/STADIUM/FAIRGROUNDS/COLISEUM,"(32.720447553759435, -97.23201071315313)"
230319667-23H,230319667,8/11/2023,THEFT,10/24/2022 10:10,23H,PC 31.03(E)(4)(A) Theft Property >= $2500<$30K  (t,5300 JAMES AVE,FORT WORTH,TX,J13,South,9,C,18,18 PARKING LOT/GARAGE,"(32.668560915001265, -97.34499582670901)"
230061965-290,230061965,8/11/2023,CRIMINAL MISCHIEF,8/11/2023 18:00,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,1100 E HARVEY AVE,FORT WORTH,TX,B15,Central,8,C,20,20 RESIDENCE/HOME,"(32.719911484952455, -97.31403879001617)"
230061891-23F,230061891,8/11/2023,BURGLARY VEHICLE,8/11/2023 7:50,23F,PC 30.04(A) Burglary Vehicle,5700 RAMEY AVE,FORT WORTH,TX,G17,East,5,C,53,53 SCHOOL-ELEMENTARY/SECONDARY,"(32.720447553759435, -97.23201071315313)"
230062002-90Z,230062002,8/12/2023,PUBLIC INTOXICATION,8/12/2023 0:02,90Z,GC 080 Public Intoxication,4700 CATAMARAN DR,FORT WORTH,TX,D14,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.824652403501894, -97.40603204579412)"
230061863-100,230061863,8/11/2023,PENAL CODE,8/4/2023 0:00,100,PC 20.02(c) Unlawful Restraint,900 SPANISH NEEDLE TRL,FORT WORTH,TX,F17,North,4,C,20,20 RESIDENCE/HOME,"(32.915760963759354, -97.34702166868837)"
230060865-13B,230060865,8/8/2023,ASSAULT C,8/8/2023 12:37,13B,GC 088-03 Assault by Offensive Contact Family or D,6400 DOWNEAST DR,FORT WORTH,TX,D15,Northwest,7,C,20,20 RESIDENCE/HOME,"(32.855959453348504, -97.39405135590853)"
230319602-23C,230319602,8/9/2023,THEFT,8/9/2023 12:12,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230061147-23H,230061147,8/9/2023,THEFT,7/24/2023 7:00,23H,PC 31.03(E)(4)(A) Theft Property >= $2500<$30K  (t,3200 CLEBURNE RD,FORT WORTH,TX,J11,South,9,C,41,41 AUTO DEALERSHIP NEW/USED,"(32.704063307078904, -97.3497865250432)"
230059115-TRC,230059115,8/2/2023,AUTO THEFT,8/2/2023 13:16,TRC,TRC 550.022(C)(2) Accident Involving Damage to Veh,200 N LEXINGTON ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,
230319518-23F,230319518,8/2/2023,BURGLARY VEHICLE,8/1/2023 18:00,23F,PC 30.04(A) Burglary Vehicle,300 OAKHURST SCENIC DR,FORT WORTH,TX,A12,Central,11,C,20,20 RESIDENCE/HOME,"(32.770181719911896, -97.31121252714199)"
230060371-90Z,230060371,8/6/2023,PENAL CODE,8/6/2023 23:21,90Z,PC 38.04(b)(2)(A) Evading Arrest Detention w/vehic,NORTHEAST PKWY & LONE STAR BLVD,FORT WORTH,TX,C15,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,
230061863-13B,230061863,8/11/2023,PENAL CODE,8/4/2023 0:00,13B,PC 22.01(A)(1) Assault Causes Bodily Injury,900 SPANISH NEEDLE TRL,FORT WORTH,TX,F17,North,4,C,20,20 RESIDENCE/HOME,"(32.915760963759354, -97.34702166868837)"
230060342-90J,230060342,8/6/2023,CRIMINAL TRESPASS,8/6/2023 21:48,90J,PC 30.05(d)(1) Criminal Trespass,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,3,03 BAR/NIGHT CLUB,"(32.68740894175712, -97.32079903844469)"
230061649-23H,230061649,8/10/2023,THEFT,8/9/2023 7:00,23H,PC 31.03(E)(3)   Theft prop>=$750<$2500,1800 WOODCHASE DR,FORT WORTH,TX,H15,East,5,C,20,20 RESIDENCE/HOME,"(32.75216309837559, -97.16927538474711)"
230319642-23H,230319642,8/10/2023,THEFT,8/9/2023 15:26,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,1900 E SEMINARY DR,FORT WORTH,TX,I12,South,8,C,20,20 RESIDENCE/HOME,"(32.684578361795886, -97.30467308643027)"
230319580-23C,230319580,8/8/2023,THEFT,8/8/2023 20:15,23C,PC 31.03 Theft - Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230319539-26F,230319539,8/8/2023,FRAUD,8/7/2023 23:35,26F,PC 32.51(C)(1) Fraud Use Poss of ID Info<5 items,2400 CLAY CREEK LN,FORT WORTH,TX,F14,North,10,C,20,20 RESIDENCE/HOME,"(33.021972480299915, -97.30735043171623)"
230060371-TRC,230060371,8/6/2023,PENAL CODE,8/6/2023 23:21,TRC,TRC 545.401(b) Reckless Driving,NORTHEAST PKWY & LONE STAR BLVD,FORT WORTH,TX,C15,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,
230319422-23G,230319422,8/4/2023,THEFT,8/3/2023 15:15,23G,PC 31.03(e)(2)(A) Theft Property >=$100<$750 (moto,2300 RIDGMAR BLVD,FORT WORTH,TX,L11,West,3,C,20,20 RESIDENCE/HOME,"(32.73736055269697, -97.42491789298019)"
230061297-23H,230061297,8/9/2023,THEFT,7/16/2023 9:00,23H,PC 31.03(E)(3)   Theft prop>=$750<$2500,8300 CAMP BOWIE WEST BLVD,FORT WORTH,TX,L14,West,3,C,25,25 OTHER/UNKNOWN,"(32.72391233446254, -97.4601827622879)"
230061054-23H,230061054,8/9/2023,THEFT,8/8/2023 20:00,23H,GC  085-07 Theft under $100,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.68740894175712, -97.32079903844469)"
230319599-220,230319599,8/9/2023,BURGLARY RESIDENTIAL,8/9/2023 12:40,220,PC 30.02(C)(2) Burglary Habitation,1500 CASTLE RIDGE RD,FORT WORTH,TX,I19,South,8,C,20,20 RESIDENCE/HOME,"(32.606702637269684, -97.29100878677788)"
230059115-WAR,230059115,8/2/2023,AUTO THEFT,8/2/2023 13:16,WAR,OT WARRANT Out of Town Warrant,200 N LEXINGTON ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,
230060019-240,230060019,8/5/2023,AUTO THEFT,8/5/2023 5:30,240,PC 31.03(E)(4)(A)AUTO Theft>$1500<$20K (Auto theft,2800 HALBERT ST,FORT WORTH,TX,H14,East,5,C,20,20 RESIDENCE/HOME,
230319409-23H,230319409,8/4/2023,THEFT,8/4/2023 11:55,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,3200 RIVER LODGE TRL S,FORT WORTH,TX,L13,West,3,C,20,20 RESIDENCE/HOME,"(32.700371412258555, -97.41822623711667)"
230061029-23H,230061029,8/8/2023,THEFT,8/8/2023 19:40,23H,PC 31.03(E)(3)   Theft prop>=$750<$2500,4200 OAK HILL ST,FORT WORTH,TX,I14,South,11,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.680972048153166, -97.26210269472125)"
230059172-240,230059172,8/2/2023,AUTO THEFT,7/23/2023 15:06,240,PC 31.07 UUMV-Unauthorized Use of Motor Vehicle,2500 OAKLAND BLVD,FORT WORTH,TX,G14,East,11,C,18,18 PARKING LOT/GARAGE,
230061657-23H,230061657,8/10/2023,THEFT,8/10/2023 20:00,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230061269-23F,230061269,8/9/2023,BURGLARY VEHICLE,8/7/2023 19:00,23F,PC 30.04(A) Burglary Vehicle,7200 PARK WEST CIR,FORT WORTH,TX,I16,South,8,C,18,18 PARKING LOT/GARAGE,"(32.639187367483075, -97.34726844630751)"
230319511-23C,230319511,8/7/2023,THEFT,8/7/2023 13:15,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230061309-90Z,230061309,8/9/2023,PUBLIC INTOXICATION,8/9/2023 22:07,90Z,GC 080 Public Intoxication,N MAIN ST,FORT WORTH,TX,D11,Northwest,2,C,3,03 BAR/NIGHT CLUB,
230061861-13A,230061861,8/11/2023,AG ASSAULT,8/7/2023 10:00,13A,PC 22.02(A)(2)FAMILY Agg Assault w/Deadly Weapon F,2400 WARRIOR CIR,FORT WORTH,TX,I13,South,8,C,18,18 PARKING LOT/GARAGE,
230317921-26F,230317921,6/27/2023,FRAUD,10/27/2022 20:05,26F,PC 32.51(C)(1) Fraud Use Poss of ID Info<5 items,3500 S RIVERSIDE DR,FORT WORTH,TX,I12,South,8,C,20,20 RESIDENCE/HOME,
230063126-220,230063126,8/16/2023,PENAL CODE,8/16/2023 1:26,220,PC 30.02(C)(1) Burglary of building,300 OAKHURST SCENIC DR,FORT WORTH,TX,A12,Central,11,C,21,21 RESTAURANT,"(32.770181719911896, -97.31121252714199)"
230061949-90Z,230061949,8/11/2023,ASSAULT,8/11/2023 19:14,90Z,PC 38.03(A) Resisting Arr/Search/Transport,2200 BEN AVE,FORT WORTH,TX,G11,East,11,C,20,20 RESIDENCE/HOME,
230062745-13B,230062745,8/14/2023,ASSAULT,8/14/2023 18:14,13B,PC 22.01(A)(1) Assault Causes Bodily Injury,8000 ASHRIDGE RD,FORT WORTH,TX,I18,South,8,C,20,20 RESIDENCE/HOME,"(32.632925175384614, -97.32976607741422)"
230063053-23C,230063053,8/15/2023,THEFT,8/15/2023 15:30,23C,PC 31.03(E)(2)(A)   PC 31.03(E)(2)(A)  2015 Theft,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.68740894175712, -97.32079903844469)"
230062121-520,230062121,8/12/2023,PENAL CODE,5/22/2023 2:00,520,PC 42.12(B) Discharge Firearm Certain Munici,3600 REAGAN DR,FORT WORTH,TX,L14,West,3,C,20,20 RESIDENCE/HOME,
230062315-90Z,230062315,8/13/2023,HARASS,8/12/2023 0:00,90Z,PC 42.07(C) Harassment,5200 WHITE SETTLEMENT RD,FORT WORTH,TX,K13,West,7,C,20,20 RESIDENCE/HOME,
230061949-WAR,230061949,8/11/2023,ASSAULT,8/11/2023 19:14,WAR,OT WARRANT Out of Town Warrant,2200 BEN AVE,FORT WORTH,TX,G11,East,11,C,20,20 RESIDENCE/HOME,
230062431-13B,230062431,8/13/2023,ASSAULT,8/13/2023 18:26,13B,PC 22.01(A)(1)FV Aslt Causes B/I Family Member,6800 S HULEN ST,FORT WORTH,TX,J16,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.64789411377938, -97.39595692199839)"
230062867-290,230062867,8/15/2023,CRIMINAL MISCHIEF,8/14/2023 19:00,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,6000 AIMSLEY CT,FORT WORTH,TX,E11,North,4,C,18,18 PARKING LOT/GARAGE,"(32.852979950822466, -97.30525180123982)"
230063165-23F,230063165,8/16/2023,BURGLARY VEHICLE,8/16/2023 0:01,23F,PC 30.04(A) Burglary Vehicle,5800 LINCOLN MEADOWS CIR,FORT WORTH,TX,H11,East,5,C,18,18 PARKING LOT/GARAGE,"(32.76084432614239, -97.23230059547133)"
230061193-23H,230061193,8/9/2023,THEFT,7/29/2023 15:02,23H,PC 31.03(E)(4)(A) Theft Property >= $2500<$30K  (t,3400 AVE G,FORT WORTH,TX,G12,East,11,C,20,20 RESIDENCE/HOME,
230063126-26B,230063126,8/16/2023,PENAL CODE,8/16/2023 1:26,26B,PC 32.315(e)(2) Fraud Poss/Use Credit or Debit Car,300 OAKHURST SCENIC DR,FORT WORTH,TX,A12,Central,11,C,21,21 RESTAURANT,"(32.770181719911896, -97.31121252714199)"
230061949-13B,230061949,8/11/2023,ASSAULT,8/11/2023 19:14,13B,PC 22.01(B)(1) Assault Pub Servant,2200 BEN AVE,FORT WORTH,TX,G11,East,11,C,20,20 RESIDENCE/HOME,
230055117-13B,230055117,7/19/2023,ASSAULT,7/19/2023 18:29,13B,PC 22.01(A)(1)FV Aslt Causes B/I Family Member,500 NW 16TH ST,FORT WORTH,TX,C16,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.78003536171407, -97.35412189028176)"
230062792-240,230062792,8/14/2023,AUTO THEFT,8/14/2023 22:00,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,1500 SANDY LN,FORT WORTH,TX,H15,East,5,C,20,20 RESIDENCE/HOME,"(32.756409401493336, -97.19846593052776)"
230062789-240,230062789,8/14/2023,AUTO THEFT,8/12/2023 20:00,240,PC 31.03(E)(4)(A)AUTO Theft>$1500<$20K (Auto theft,5300 COLLETT LITTLE RD,FORT WORTH,TX,I14,South,11,C,18,18 PARKING LOT/GARAGE,"(32.670609521961076, -97.2428251817784)"
230063119-23H,230063119,8/16/2023,THEFT,8/15/2023 13:22,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.68740894175712, -97.32079903844469)"
230061949-13C,230061949,8/11/2023,ASSAULT,8/11/2023 19:14,13C,PC 36.062 Obstruct Retaliation Harm/Threat,2200 BEN AVE,FORT WORTH,TX,G11,East,11,C,20,20 RESIDENCE/HOME,
230063249-220,230063249,8/16/2023,BURGLARY COMMERCIAL,8/15/2023 18:30,220,PC 30.02(C)(1) Burglary of building,1700 NE 37TH ST,FORT WORTH,TX,C14,Northwest,2,C,57,57 COMMUNITY CENTER,"(32.8118723117908, -97.33473440818031)"
230062431-23H,230062431,8/13/2023,ASSAULT,8/13/2023 18:26,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,6800 S HULEN ST,FORT WORTH,TX,J16,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.64789411377938, -97.39595692199839)"
230063536-23F,230063536,8/17/2023,BURGLARY VEHICLE,8/16/2023 21:00,23F,PC 30.04(A) Burglary Vehicle,1300 W SPURGEON ST,FORT WORTH,TX,J13,South,9,C,20,20 RESIDENCE/HOME,"(32.678986705018765, -97.33923933030745)"
230062045-13A,230062045,8/12/2023,DEADLY CONDUCT-SHOOTING,8/12/2023 3:30,13A,PC 22.05(b) Deadly Conduct Discharge Firearm,4600 FORBES ST,FORT WORTH,TX,G15,East,5,C,20,20 RESIDENCE/HOME,
230319738-23C,230319738,8/13/2023,THEFT,8/12/2023 15:41,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230063857-35B,230063857,8/18/2023,NARCOTIC VIOLATIONS,8/18/2023 9:06,35B,GC 084 Possession of Drug Paraphenalia,1500 E EL PASO ST,FORT WORTH,TX,B12,Central,8,C,54,54 SHELTER-MISSION/HOMELESS,"(32.743918841357484, -97.31342007549965)"
230319946-23C,230319946,8/18/2023,THEFT,8/18/2023 12:26,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230319556-23F,230319556,8/8/2023,BURGLARY VEHICLE,8/7/2023 7:40,23F,PC 30.04(A) Burglary Vehicle,5700 RAMEY AVE,FORT WORTH,TX,G17,East,5,C,53,53 SCHOOL-ELEMENTARY/SECONDARY,"(32.720447553759435, -97.23201071315313)"
230319778-220,230319778,8/14/2023,BURGLARY COMMERCIAL,8/14/2023 11:45,220,PC 30.02(C)(1) Burglary of building,4900 BRENTWOOD STAIR RD,FORT WORTH,TX,G13,East,11,C,19,19 RENTAL STORAGE FACILITY,"(32.75852628975769, -97.24780866541775)"
230064139-13B,230064139,8/18/2023,ASSAULT,8/18/2023 22:10,13B,PC 22.01(A)(1) Assault Causes Bodily Injury,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,3,03 BAR/NIGHT CLUB,"(32.68740894175712, -97.32079903844469)"
230064199-13C,230064199,8/19/2023,ASSAULT,8/18/2023 0:00,13C,PC 25.07(g)(2) Violation Bond/Protective Order Ass,2900 N MAIN ST,FORT WORTH,TX,C14,Northwest,2,C,10,10 FIELD/WOODS,"(32.798029796219076, -97.34989871922879)"
230064139-90Z,230064139,8/18/2023,ASSAULT,8/18/2023 22:10,90Z,PC 38.04(b) Evading Arrest Detention,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,3,03 BAR/NIGHT CLUB,"(32.68740894175712, -97.32079903844469)"
230319806-23F,230319806,8/16/2023,BURGLARY VEHICLE,8/6/2023 22:00,23F,PC 30.04(A) Burglary Vehicle,5200 CAMERON CREEK PL,FORT WORTH,TX,K19,West,6,C,20,20 RESIDENCE/HOME,"(32.670644104083294, -97.4162049671544)"
230319856-23H,230319856,8/16/2023,THEFT PUBLIC UTILITIES,8/11/2023 21:32,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,4200 CHICKASAW AVE,FORT WORTH,TX,I14,South,11,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.69722352903667, -97.26249688015632)"
230064377-90J,230064377,8/19/2023,CRIMINAL TRESPASS,8/19/2023 23:51,90J,PC 30.05(d)(1) Criminal Trespass,3200 N MAIN ST,FORT WORTH,TX,D11,Northwest,2,C,18,18 PARKING LOT/GARAGE,"(32.803408570954495, -97.35156202318143)"
230064334-90J,230064334,8/19/2023,CRIMINAL TRESPASS,8/19/2023 18:41,90J,PC 30.05(d)(1) Criminal Trespass,1200 8TH AVE,FORT WORTH,TX,K11,West,9,C,7,07 CONVENIENCE STORE,"(32.73189056995021, -97.34383945414119)"
230319595-220,230319595,8/9/2023,BURGLARY COMMERCIAL,8/4/2023 17:00,220,PC 30.02(C)(1) Burglary of building,1300 LACKLEY DR,FORT WORTH,TX,F16,North,10,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.902159243462336, -97.33926390946047)"
230319808-23C,230319808,8/16/2023,THEFT,8/14/2023 20:00,23C,PC 31.03 Theft - Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.68740894175712, -97.32079903844469)"
230064377-90Z,230064377,8/19/2023,CRIMINAL TRESPASS,8/19/2023 23:51,90Z,PC 38.03(A) Resisting Arr/Search/Transport,3200 N MAIN ST,FORT WORTH,TX,D11,Northwest,2,C,18,18 PARKING LOT/GARAGE,"(32.803408570954495, -97.35156202318143)"
230063789-90Z,230063789,8/18/2023,PUBLIC INTOXICATION,8/18/2023 0:08,90Z,GC 080 Public Intoxication,2400 N MAIN ST,FORT WORTH,TX,C13,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.788098213289494, -97.3492298651026)"
230319903-23F,230319903,8/17/2023,THEFT,8/8/2023 23:10,23F,PC 31.03(E)(4)(A)  Theft Prop>=$2500<$30k- stolen,1900 TURNER RIDGE DR,FORT WORTH,TX,K11,West,9,C,20,20 RESIDENCE/HOME,"(32.714788668726506, -97.34825107699686)"
230063843-23F,230063843,8/18/2023,THEFT RECYCLE,8/17/2023 14:00,23F,PC 31.03(E)(4)(A)  Theft Prop>=$2500<$30k- stolen,6100 AMELIA AVE,FORT WORTH,TX,K19,West,6,C,20,20 RESIDENCE/HOME,"(32.64324288199645, -97.42266872209386)"
230063767-13A,230063767,8/17/2023,AG ASSAULT,8/17/2023 22:43,13A,PC 22.02(A)(2)FAMILY Agg Assault w/Deadly Weapon F,DAVID DR & NE 28TH ST,FORT WORTH,TX,C12,Northwest,11,C,13,13 HIGHWAY/ROAD/ALLEY,
